numRequests,tamanhoResposta,totalImageSize,RequestsJS,RequestsHTML,RequestsCSS,avgNumRequests,avgTamanhoResposta,avgTotalImageSize,avgRequestsJS,avgRequestsHTML,avgRequestsCSS,totalSilenceTime,avgSilenceTime,silenceCount
111,3335180,2800926,29,8,30,11.1,333518.0,280092.6,2.9,0.8,3.0,273.0,39.0,7
93,2016067,1476531,29,7,30,9.3,201606.7,147653.1,2.9,0.7,3.0,238.0,39.666666666666664,6
111,2830651,2214031,32,8,36,11.1,283065.1,221403.1,3.2,0.8,3.6,290.0,41.42857142857143,7
95,3037367,2557245,24,7,30,9.5,303736.7,255724.5,2.4,0.7,3.0,259.0,43.166666666666664,6
74,3269117,2963589,16,7,20,7.4,326911.7,296358.9,1.6,0.7,2.0,252.0,42.0,6
68,3524541,3277307,13,7,18,6.8,352454.1,327730.7,1.3,0.7,1.8,253.0,42.166666666666664,6
48,3039282,2909305,7,8,14,4.8,303928.2,290930.5,0.7,0.8,1.4,274.0,39.142857142857146,7
39,2281347,2176986,7,8,11,3.9,228134.7,217698.6,0.7,0.8,1.1,259.0,37.0,7
46,2029103,1918222,9,8,14,4.6,202910.3,191822.2,0.9,0.8,1.4,264.0,37.714285714285715,7
61,2367087,2215505,11,8,17,6.1,236708.7,221550.5,1.1,0.8,1.7,265.0,37.857142857142854,7
59,1944542,1799434,11,8,16,5.9,194454.2,179943.4,1.1,0.8,1.6,265.0,37.857142857142854,7
54,1472019,1336581,11,7,13,5.4,147201.9,133658.1,1.1,0.7,1.3,236.0,39.333333333333336,6
87,5098996,4959331,10,7,13,8.7,509899.6,495933.1,1.0,0.7,1.3,242.0,40.333333333333336,6
88,5080257,4866281,12,7,15,8.8,508025.7,486628.1,1.2,0.7,1.5,253.0,42.166666666666664,6
81,4142574,3890171,15,7,16,8.1,414257.4,389017.1,1.5,0.7,1.6,256.0,42.666666666666664,6
98,4564571,4194349,21,7,20,9.8,456457.1,419434.9,2.1,0.7,2.0,254.0,42.333333333333336,6
124,4887154,4330029,31,8,28,12.4,488715.4,433002.9,3.1,0.8,2.8,284.0,40.57142857142857,7
86,1314668,789075,31,7,25,8.6,131466.8,78907.5,3.1,0.7,2.5,228.0,38.0,6
89,1581426,1109608,29,8,24,8.9,158142.6,110960.8,2.9,0.8,2.4,272.0,38.857142857142854,7
85,1509178,1033645,25,7,24,8.5,150917.8,103364.5,2.5,0.7,2.4,244.0,40.666666666666664,6
87,2127519,1748968,18,7,18,8.7,212751.9,174896.8,1.8,0.7,1.8,246.0,41.0,6
63,1818613,1613288,7,7,12,6.3,181861.3,161328.8,0.7,0.7,1.2,267.0,44.5,6
64,1737929,1526799,6,7,15,6.4,173792.9,152679.9,0.6,0.7,1.5,266.0,44.333333333333336,6
62,1482814,1247459,6,7,15,6.2,148281.4,124745.9,0.6,0.7,1.5,252.0,42.0,6
54,1309414,1119003,6,7,12,5.4,130941.4,111900.3,0.6,0.7,1.2,255.0,42.5,6
63,1100018,773433,15,8,22,6.3,110001.8,77343.3,1.5,0.8,2.2,272.0,38.857142857142854,7
92,2660475,2293286,19,8,27,9.2,266047.5,229328.6,1.9,0.8,2.7,258.0,36.857142857142854,7
96,2827768,2438478,21,8,26,9.6,282776.8,243847.8,2.1,0.8,2.6,257.0,36.714285714285715,7
86,2728843,2397285,18,7,23,8.6,272884.3,239728.5,1.8,0.7,2.3,233.0,38.833333333333336,6
165,6509287,6152959,17,8,24,16.5,650928.7,615295.9,1.7,0.8,2.4,280.0,40.0,7
